,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC,^DJI,^GSPC,^IXIC
Date,,,,,,,,,,,,,,,,,,
2013-11-19,15967.0302734375,1787.8699951171875,3931.550048828125,15967.0302734375,1787.8699951171875,3931.550048828125,16025.849609375,1795.510009765625,3960.43994140625,15943.7802734375,1784.719970703125,3923.469970703125,15974.0595703125,1790.7900390625,3945.97998046875,84570000,3224450000,1747840000
2013-11-20,15900.8203125,1781.3699951171875,3921.27001953125,15900.8203125,1781.3699951171875,3921.27001953125,16016.849609375,1795.72998046875,3952.080078125,15865.3701171875,1777.22998046875,3911.610107421875,15971.2001953125,1789.5899658203125,3940.97998046875,84350000,3109140000,1721160000
2013-11-21,16009.990234375,1795.8499755859375,3969.159912109375,16009.990234375,1795.8499755859375,3969.159912109375,16016.0400390625,1797.1600341796875,3970.909912109375,15908.0703125,1783.52001953125,3936.820068359375,15908.0703125,1783.52001953125,3938.110107421875,79000000,3256630000,1684250000
2013-11-22,16064.76953125,1804.760009765625,3991.64990234375,16064.76953125,1804.760009765625,3991.64990234375,16068.7802734375,1804.8399658203125,3991.659912109375,15976.26953125,1794.699951171875,3973.0,16008.7099609375,1797.2099609375,3977.31005859375,81000000,3055140000,1730280000
2013-11-25,16072.5400390625,1802.47998046875,3994.570068359375,16072.5400390625,1802.47998046875,3994.570068359375,16109.6298828125,1808.0999755859375,4007.090087890625,16055.4599609375,1800.5799560546875,3987.159912109375,16072.08984375,1806.3299560546875,4004.3701171875,94040000,2998540000,1795760000
2013-11-26,16072.7998046875,1802.75,4017.75,16072.7998046875,1802.75,4017.75,16120.25,1808.4200439453125,4026.989990234375,16070.9296875,1800.77001953125,3989.489990234375,16070.9296875,1802.8699951171875,3996.699951171875,107450000,3427120000,1907680000
2013-11-27,16097.330078125,1807.22998046875,4044.75,16097.330078125,1807.22998046875,4044.75,16107.990234375,1808.27001953125,4045.81005859375,16057.33984375,1802.77001953125,4023.64990234375,16073.3701171875,1803.47998046875,4026.919921875,65730000,2613590000,1477020000
2013-11-29,16086.41015625,1805.81005859375,4059.889892578125,16086.41015625,1805.81005859375,4059.889892578125,16174.509765625,1813.550048828125,4069.699951171875,16074.1396484375,1803.97998046875,4055.449951171875,16105.16015625,1808.68994140625,4057.159912109375,69190000,1598300000,853500000
2013-12-02,16008.76953125,1800.9000244140625,4045.260009765625,16008.76953125,1800.9000244140625,4045.260009765625,16098.0,1810.02001953125,4068.489990234375,15986.23046875,1798.5999755859375,4040.8798828125,16087.1201171875,1806.550048828125,4065.659912109375,92590000,3095430000,1680380000
2013-12-03,15914.6201171875,1795.1500244140625,4037.199951171875,15914.6201171875,1795.1500244140625,4037.199951171875,16004.7197265625,1800.0999755859375,4050.080078125,15859.6796875,1787.8499755859375,4022.1201171875,16004.7197265625,1800.0999755859375,4038.989990234375,103910000,3475680000,1875010000
2013-12-04,15889.76953125,1792.81005859375,4038.0,15889.76953125,1792.81005859375,4038.0,15960.3603515625,1799.800048828125,4051.739990234375,15791.2900390625,1779.0899658203125,4004.760009765625,15910.509765625,1793.1500244140625,4020.330078125,111180000,3610540000,1886970000
2013-12-05,15821.509765625,1785.030029296875,4033.169921875,15821.509765625,1785.030029296875,4033.169921875,15896.1904296875,1792.8199462890625,4043.7099609375,15809.3701171875,1783.3800048828125,4025.260009765625,15886.5,1792.8199462890625,4037.989990234375,128080000,3336880000,1880950000
2013-12-06,16020.2001953125,1805.0899658203125,4062.52001953125,16020.2001953125,1805.0899658203125,4062.52001953125,16022.349609375,1806.0400390625,4069.860107421875,15825.5498046875,1788.3599853515625,4042.35009765625,15825.5498046875,1788.3599853515625,4069.860107421875,98260000,3150030000,1727130000
2013-12-09,16025.5302734375,1808.3699951171875,4068.75,16025.5302734375,1808.3699951171875,4068.75,16058.400390625,1811.52001953125,4081.780029296875,16015.2900390625,1806.2099609375,4063.5,16019.490234375,1806.2099609375,4073.75,91810000,3129500000,1717120000
2013-12-10,15973.1298828125,1802.6199951171875,4060.489990234375,15973.1298828125,1802.6199951171875,4060.489990234375,16029.0595703125,1808.52001953125,4074.010009765625,15969.5302734375,1801.75,4056.489990234375,16024.1201171875,1807.5999755859375,4061.169921875,79420000,3117150000,1864860000
2013-12-11,15843.5302734375,1782.219970703125,4003.81005859375,15843.5302734375,1782.219970703125,4003.81005859375,15997.2197265625,1802.969970703125,4065.080078125,15827.7001953125,1780.0899658203125,3998.919921875,15970.75,1802.760009765625,4061.669921875,107170000,3472240000,1923520000
2013-12-12,15739.4296875,1775.5,3998.39990234375,15739.4296875,1775.5,3998.39990234375,15845.1103515625,1782.989990234375,4013.5400390625,15703.7900390625,1772.280029296875,3993.570068359375,15844.8203125,1781.7099609375,4004.75,105870000,3306640000,1893270000
2013-12-13,15755.3603515625,1775.3199462890625,4000.97998046875,15755.3603515625,1775.3199462890625,4000.97998046875,15792.7998046875,1780.9200439453125,4017.449951171875,15717.919921875,1772.449951171875,3992.2900390625,15745.66015625,1777.97998046875,4015.530029296875,83180000,3061070000,1615340000
2013-12-16,15884.5703125,1786.5400390625,4029.52001953125,15884.5703125,1786.5400390625,4029.52001953125,15930.3095703125,1792.219970703125,4043.0,15759.599609375,1777.47998046875,4019.139892578125,15759.599609375,1777.47998046875,4019.3701171875,101470000,3209890000,1943830000
2013-12-17,15875.259765625,1781.0,4023.679931640625,15875.259765625,1781.0,4023.679931640625,15917.9599609375,1786.77001953125,4034.68994140625,15836.4501953125,1777.050048828125,4011.580078125,15884.0595703125,1786.469970703125,4028.8798828125,101490000,3270030000,1861130000
2013-12-18,16167.9697265625,1810.6500244140625,4070.06005859375,16167.9697265625,1810.6500244140625,4070.06005859375,16173.0400390625,1811.0799560546875,4070.3798828125,15808.919921875,1767.989990234375,3979.590087890625,15876.5703125,1781.4599609375,4024.669921875,129620000,4327770000,2178330000
2013-12-19,16179.080078125,1809.5999755859375,4058.139892578125,16179.080078125,1809.5999755859375,4058.139892578125,16194.7197265625,1810.8800048828125,4063.699951171875,16121.5400390625,1801.3499755859375,4045.409912109375,16162.509765625,1809.0,4059.340087890625,94980000,3497210000,1813050000
2013-12-20,16221.1396484375,1818.3199462890625,4104.740234375,16221.1396484375,1818.3199462890625,4104.740234375,16287.83984375,1823.75,4111.93017578125,16178.5703125,1810.25,4064.72998046875,16178.5703125,1810.3900146484375,4064.889892578125,285190000,5097700000,3510420000
2013-12-23,16294.6103515625,1827.989990234375,4148.89990234375,16294.6103515625,1827.989990234375,4148.89990234375,16318.1103515625,1829.75,4149.31005859375,16225.25,1822.9200439453125,4127.72021484375,16225.25,1822.9200439453125,4136.14990234375,78930000,2851540000,1779400000
2013-12-24,16357.5498046875,1833.3199462890625,4155.419921875,16357.5498046875,1833.3199462890625,4155.419921875,16360.599609375,1833.3199462890625,4155.6201171875,16295.7001953125,1828.02001953125,4147.14990234375,16295.7001953125,1828.02001953125,4150.64013671875,33640000,1307630000,802270000
2013-12-26,16479.880859375,1842.02001953125,4167.18017578125,16479.880859375,1842.02001953125,4167.18017578125,16483.0,1842.8399658203125,4169.97021484375,16370.9697265625,1834.9599609375,4158.58984375,16370.9697265625,1834.9599609375,4164.2099609375,50160000,1982270000,1180670000
2013-12-27,16478.41015625,1841.4000244140625,4156.58984375,16478.41015625,1841.4000244140625,4156.58984375,16529.009765625,1844.8900146484375,4175.35986328125,16461.23046875,1839.81005859375,4153.64013671875,16486.369140625,1842.969970703125,4173.35986328125,47230000,2052920000,1255020000
2013-12-30,16504.2890625,1841.0699462890625,4154.2001953125,16504.2890625,1841.0699462890625,4154.2001953125,16504.349609375,1842.469970703125,4158.72998046875,16476.869140625,1838.77001953125,4142.18017578125,16484.509765625,1841.469970703125,4153.580078125,54220000,2293860000,1349470000
2013-12-31,16576.66015625,1848.3599853515625,4176.58984375,16576.66015625,1848.3599853515625,4176.58984375,16588.25,1849.43994140625,4177.72998046875,16511.48046875,1842.4100341796875,4160.77001953125,16512.380859375,1842.6099853515625,4161.509765625,78760000,2312840000,1401140000
2014-01-02,16441.349609375,1831.97998046875,4143.06982421875,16441.349609375,1831.97998046875,4143.06982421875,16573.0703125,1845.8599853515625,4160.9599609375,16416.490234375,1827.739990234375,4131.7900390625,16572.169921875,1845.8599853515625,4160.02978515625,80960000,3080600000,1738820000
2014-01-03,16469.990234375,1831.3699951171875,4131.91015625,16469.990234375,1831.3699951171875,4131.91015625,16518.740234375,1838.239990234375,4152.9599609375,16439.30078125,1829.1300048828125,4124.9599609375,16456.890625,1833.2099609375,4148.56005859375,72770000,2774270000,1667480000
2014-01-06,16425.099609375,1826.77001953125,4113.68017578125,16425.099609375,1826.77001953125,4113.68017578125,16532.990234375,1837.1600341796875,4139.77978515625,16405.51953125,1823.72998046875,4103.75,16474.0390625,1832.31005859375,4137.02978515625,89380000,3294850000,2292840000
2014-01-07,16530.939453125,1837.8800048828125,4153.18017578125,16530.939453125,1837.8800048828125,4153.18017578125,16562.3203125,1840.0999755859375,4158.18017578125,16429.01953125,1828.7099609375,4126.47998046875,16429.01953125,1828.7099609375,4128.56982421875,81270000,3511750000,2278220000
2014-01-08,16462.740234375,1837.489990234375,4165.60986328125,16462.740234375,1837.489990234375,4165.60986328125,16528.880859375,1840.02001953125,4171.75,16416.689453125,1831.4000244140625,4145.0,16527.66015625,1837.9000244140625,4154.27978515625,103260000,3652140000,2345220000
2014-01-09,16444.759765625,1838.1300048828125,4156.18994140625,16444.759765625,1838.1300048828125,4156.18994140625,16525.349609375,1843.22998046875,4182.740234375,16378.6103515625,1830.3800048828125,4142.7001953125,16471.41015625,1839.0,4179.0400390625,83990000,3581150000,2214770000
2014-01-10,16437.05078125,1842.3699951171875,4174.669921875,16437.05078125,1842.3699951171875,4174.669921875,16487.650390625,1843.1500244140625,4174.68017578125,16379.01953125,1832.4300537109375,4142.2099609375,16453.619140625,1840.06005859375,4168.93994140625,85190000,3335710000,2143070000
2014-01-13,16257.9404296875,1819.199951171875,4113.2998046875,16257.9404296875,1819.199951171875,4113.2998046875,16453.130859375,1843.449951171875,4179.47021484375,16240.599609375,1815.52001953125,4097.990234375,16434.029296875,1841.260009765625,4167.41015625,111680000,3591350000,2322240000
2014-01-14,16373.8603515625,1838.8800048828125,4183.02001953125,16373.8603515625,1838.8800048828125,4183.02001953125,16373.919921875,1839.260009765625,4183.83984375,16260.830078125,1821.3599853515625,4125.81005859375,16261.990234375,1821.3599853515625,4129.60009765625,98610000,3353270000,2034180000
2014-01-15,16481.939453125,1848.3800048828125,4214.8798828125,16481.939453125,1848.3800048828125,4214.8798828125,16505.279296875,1850.8399658203125,4218.7900390625,16376.7802734375,1840.52001953125,4195.97998046875,16378.0302734375,1840.52001953125,4196.52978515625,101130000,3777800000,2101870000
2014-01-16,16417.009765625,1845.8900146484375,4218.68994140625,16417.009765625,1845.8900146484375,4218.68994140625,16477.69921875,1847.989990234375,4219.27978515625,16375.5595703125,1840.300048828125,4204.16015625,16477.69921875,1847.989990234375,4209.58984375,87370000,3491310000,2005850000
2014-01-17,16458.560546875,1838.699951171875,4197.580078125,16458.560546875,1838.699951171875,4197.580078125,16495.259765625,1846.0400390625,4217.240234375,16378.7998046875,1835.22998046875,4187.31005859375,16408.01953125,1844.22998046875,4207.81982421875,184970000,3626120000,2150370000
2014-01-21,16414.439453125,1843.800048828125,4225.759765625,16414.439453125,1843.800048828125,4225.759765625,16520.599609375,1849.31005859375,4227.93017578125,16316.25,1832.3800048828125,4193.169921875,16459.26953125,1841.050048828125,4222.97998046875,111570000,3782470000,2034030000
2014-01-22,16373.33984375,1844.8599853515625,4243.0,16373.33984375,1844.8599853515625,4243.0,16453.490234375,1846.8699951171875,4246.5498046875,16332.98046875,1840.8800048828125,4225.52001953125,16420.48046875,1844.7099609375,4234.580078125,87470000,3374170000,2026910000
2014-01-23,16197.349609375,1828.4599609375,4218.8798828125,16197.349609375,1828.4599609375,4218.8798828125,16372.9599609375,1842.2900390625,4224.43994140625,16140.580078125,1820.06005859375,4192.27978515625,16371.990234375,1842.2900390625,4224.35986328125,100540000,3972250000,2191980000
2014-01-24,15879.1103515625,1790.2900390625,4128.169921875,15879.1103515625,1790.2900390625,4128.169921875,16203.2900390625,1826.9599609375,4197.93017578125,15879.1103515625,1790.2900390625,4128.169921875,16203.2900390625,1826.9599609375,4194.97021484375,141450000,4618450000,2489470000
2014-01-27,15837.8798828125,1781.56005859375,4083.610107421875,15837.8798828125,1781.56005859375,4083.610107421875,15942.76953125,1795.97998046875,4136.4599609375,15783.5498046875,1772.8800048828125,4052.6298828125,15879.0498046875,1791.030029296875,4132.22021484375,127540000,4045200000,2398280000
2014-01-28,15928.5595703125,1792.5,4097.9599609375,15928.5595703125,1792.5,4097.9599609375,15945.8896484375,1793.8699951171875,4099.81005859375,15840.83984375,1779.489990234375,4067.68994140625,15840.83984375,1783.0,4067.860107421875,89110000,3437830000,2091180000
2014-01-29,15738.7900390625,1774.199951171875,4051.429931640625,15738.7900390625,1774.199951171875,4051.429931640625,15927.080078125,1790.1500244140625,4091.27001953125,15708.98046875,1770.449951171875,4044.760009765625,15927.080078125,1790.1500244140625,4060.610107421875,109590000,3964020000,2231850000
2014-01-30,15848.6103515625,1794.18994140625,4123.1298828125,15848.6103515625,1794.18994140625,4123.1298828125,15907.5302734375,1798.77001953125,4135.83984375,15733.26953125,1777.1700439453125,4094.169921875,15743.0302734375,1777.1700439453125,4098.81005859375,92100000,3547510000,2168410000
2014-01-31,15698.849609375,1782.5899658203125,4103.8798828125,15698.849609375,1782.5899658203125,4103.8798828125,15847.1904296875,1793.8800048828125,4124.919921875,15617.5498046875,1772.260009765625,4067.610107421875,15847.1904296875,1790.8800048828125,4068.6298828125,137090000,4059690000,2300570000
2014-02-03,15372.7998046875,1741.8900146484375,3996.9599609375,15372.7998046875,1741.8900146484375,3996.9599609375,15708.5400390625,1784.8299560546875,4113.5498046875,15356.169921875,1739.6600341796875,3989.949951171875,15697.6904296875,1782.6800537109375,4105.06005859375,151050000,4726040000,2617030000
2014-02-04,15445.240234375,1755.199951171875,4031.52001953125,15445.240234375,1755.199951171875,4031.52001953125,15481.849609375,1758.72998046875,4044.199951171875,15356.6201171875,1743.8199462890625,4004.580078125,15372.9296875,1743.8199462890625,4019.43994140625,124110000,4068410000,2173360000
2014-02-05,15440.23046875,1751.6400146484375,4011.550048828125,15440.23046875,1751.6400146484375,4011.550048828125,15478.2099609375,1755.7900390625,4026.280029296875,15340.6904296875,1737.9200439453125,3968.18994140625,15443.0,1753.3800048828125,4015.5,105130000,3984290000,2168360000
2014-02-06,15628.5302734375,1773.4300537109375,4057.1201171875,15628.5302734375,1773.4300537109375,4057.1201171875,15632.08984375,1774.06005859375,4064.06005859375,15443.0,1752.989990234375,4022.169921875,15443.830078125,1752.989990234375,4022.659912109375,106980000,3825410000,1942700000
2014-02-07,15794.080078125,1797.02001953125,4125.85986328125,15794.080078125,1797.02001953125,4125.85986328125,15798.509765625,1798.030029296875,4126.509765625,15625.5302734375,1776.010009765625,4069.929931640625,15630.6396484375,1776.010009765625,4081.820068359375,105780000,3775990000,2055850000
2014-02-10,15801.7900390625,1799.8399658203125,4148.169921875,15801.7900390625,1799.8399658203125,4148.169921875,15801.7900390625,1799.93994140625,4148.2998046875,15733.6904296875,1791.8299560546875,4122.60986328125,15793.6298828125,1796.199951171875,4125.1201171875,84110000,3312160000,1811970000
2014-02-11,15994.76953125,1819.75,4191.0498046875,15994.76953125,1819.75,4191.0498046875,16027.1904296875,1823.5400390625,4198.509765625,15803.400390625,1800.4100341796875,4153.10009765625,15804.169921875,1800.449951171875,4154.66015625,95930000,3699380000,1993950000
2014-02-12,15963.9404296875,1819.260009765625,4201.2900390625,15963.9404296875,1819.260009765625,4201.2900390625,16036.5595703125,1826.550048828125,4212.60986328125,15928.75,1815.969970703125,4190.39013671875,15993.0400390625,1820.1199951171875,4196.85009765625,77310000,3326380000,2035890000
2014-02-13,16027.58984375,1829.8299560546875,4240.669921875,16027.58984375,1829.8299560546875,4240.669921875,16039.3701171875,1830.25,4240.669921875,15863.25,1809.219970703125,4170.47021484375,15946.990234375,1814.8199462890625,4171.580078125,99470000,3289510000,2249990000
2014-02-14,16154.3896484375,1838.6300048828125,4244.02001953125,16154.3896484375,1838.6300048828125,4244.02001953125,16175.5498046875,1841.6500244140625,4250.91015625,15985.3896484375,1825.5899658203125,4225.75,16018.080078125,1828.4599609375,4237.0,84060000,3114750000,1881510000
2014-02-18,16130.400390625,1840.760009765625,4272.77978515625,16130.400390625,1840.760009765625,4272.77978515625,16167.330078125,1842.8699951171875,4277.330078125,16107.0400390625,1835.010009765625,4243.56005859375,16153.9697265625,1839.030029296875,4253.7099609375,91250000,3421110000,1886210000
2014-02-19,16040.5595703125,1828.75,4237.9501953125,16040.5595703125,1828.75,4237.9501953125,16225.7197265625,1847.5,4274.2900390625,16031.66015625,1826.989990234375,4232.3798828125,16126.23046875,1838.9000244140625,4260.740234375,80560000,3661570000,1956720000
2014-02-20,16133.23046875,1839.780029296875,4267.5498046875,16133.23046875,1839.780029296875,4267.5498046875,16161.6396484375,1842.7900390625,4272.33984375,16006.58984375,1824.5799560546875,4226.75,16044.150390625,1829.239990234375,4241.4599609375,77720000,3404980000,1992780000
2014-02-21,16103.2998046875,1836.25,4263.41015625,16103.2998046875,1836.25,4263.41015625,16191.919921875,1846.1300048828125,4284.85009765625,16093.7998046875,1835.5999755859375,4261.6298828125,16135.919921875,1841.0699462890625,4282.169921875,126580000,3403880000,2138250000
2014-02-24,16207.1396484375,1847.6099853515625,4292.97021484375,16207.1396484375,1847.6099853515625,4292.97021484375,16300.0400390625,1858.7099609375,4311.1298828125,16102.26953125,1836.780029296875,4272.10986328125,16102.26953125,1836.780029296875,4273.31982421875,244580000,4014530000,2161300000
2014-02-25,16179.66015625,1845.1199951171875,4287.58984375,16179.66015625,1845.1199951171875,4287.58984375,16254.259765625,1852.9100341796875,4307.509765625,16147.25,1840.18994140625,4275.7998046875,16207.33984375,1847.6600341796875,4298.47998046875,99470000,3515560000,2137150000
2014-02-26,16198.41015625,1845.1600341796875,4292.06005859375,16198.41015625,1845.1600341796875,4292.06005859375,16252.349609375,1852.6500244140625,4316.81982421875,16155.8603515625,1840.6600341796875,4278.5400390625,16180.3603515625,1845.7900390625,4300.4501953125,93980000,3716730000,2108270000
2014-02-27,16272.650390625,1854.2900390625,4318.93017578125,16272.650390625,1854.2900390625,4318.93017578125,16276.2802734375,1854.530029296875,4322.4599609375,16159.8095703125,1841.1300048828125,4284.77978515625,16197.7001953125,1844.9000244140625,4291.47021484375,97640000,3547460000,2049160000
2014-02-28,16321.7099609375,1859.449951171875,4308.1201171875,16321.7099609375,1859.449951171875,4308.1201171875,16398.94921875,1867.9200439453125,4342.58984375,16226.08984375,1847.6700439453125,4275.60986328125,16273.23046875,1855.1199951171875,4323.52001953125,122110000,3917450000,2617730000
2014-03-03,16168.0302734375,1845.72998046875,4277.2998046875,16168.0302734375,1845.72998046875,4277.2998046875,16321.7099609375,1857.6800537109375,4284.14990234375,16071.25,1834.43994140625,4239.64990234375,16321.7099609375,1857.6800537109375,4261.419921875,92760000,3428220000,2077500000
2014-03-04,16395.880859375,1873.9100341796875,4351.97021484375,16395.880859375,1873.9100341796875,4351.97021484375,16419.490234375,1876.22998046875,4357.2099609375,16169.3203125,1849.22998046875,4327.5400390625,16169.3203125,1849.22998046875,4327.85009765625,96120000,3765770000,2477850000
2014-03-05,16360.1796875,1873.81005859375,4357.97021484375,16360.1796875,1873.81005859375,4357.97021484375,16406.55078125,1876.530029296875,4362.5,16343.9599609375,1871.1099853515625,4344.14990234375,16395.880859375,1874.050048828125,4352.759765625,73980000,3392990000,2215980000
2014-03-06,16421.890625,1877.030029296875,4352.1298828125,16421.890625,1877.030029296875,4352.1298828125,16450.169921875,1881.93994140625,4371.7099609375,16360.5595703125,1874.1800537109375,4341.0,16360.5595703125,1874.1800537109375,4368.81005859375,75900000,3360450000,2136260000
2014-03-07,16452.720703125,1878.0400390625,4336.22021484375,16452.720703125,1878.0400390625,4336.22021484375,16505.69921875,1883.5699462890625,4371.39013671875,16398.859375,1870.56005859375,4319.14990234375,16424.529296875,1878.52001953125,4370.97998046875,80690000,3564740000,2175560000
2014-03-10,16418.6796875,1877.1700439453125,4334.4501953125,16418.6796875,1877.1700439453125,4334.4501953125,16453.099609375,1877.8699951171875,4339.93017578125,16334.2001953125,1867.0400390625,4307.83984375,16453.099609375,1877.8599853515625,4332.6201171875,68210000,3021350000,2111610000
2014-03-11,16351.25,1867.6300048828125,4307.18994140625,16351.25,1867.6300048828125,4307.18994140625,16460.330078125,1882.3499755859375,4354.43017578125,16325.169921875,1863.8800048828125,4295.47021484375,16419.390625,1878.260009765625,4342.93017578125,78150000,3392400000,2477780000
2014-03-12,16340.080078125,1868.199951171875,4323.330078125,16340.080078125,1868.199951171875,4323.330078125,16364.740234375,1868.3800048828125,4323.330078125,16260.0302734375,1854.3800048828125,4270.22021484375,16350.669921875,1866.1500244140625,4288.60009765625,77900000,3270860000,2131880000
2014-03-13,16108.8896484375,1846.3399658203125,4260.419921875,16108.8896484375,1846.3399658203125,4260.419921875,16405.0703125,1874.4000244140625,4339.89990234375,16084.099609375,1841.8599853515625,4242.9501953125,16341.5498046875,1869.06005859375,4338.259765625,86160000,3670990000,2383600000
2014-03-14,16065.669921875,1841.1300048828125,4245.39990234375,16065.669921875,1841.1300048828125,4245.39990234375,16165.0498046875,1852.43994140625,4272.33984375,16046.990234375,1839.5699462890625,4241.93994140625,16106.3203125,1845.0699462890625,4250.4501953125,85660000,3285460000,2196890000
2014-03-17,16247.2197265625,1858.8299560546875,4279.9501953125,16247.2197265625,1858.8299560546875,4279.9501953125,16270.33984375,1862.300048828125,4301.27978515625,16066.3701171875,1842.81005859375,4273.009765625,16066.3701171875,1842.81005859375,4274.22021484375,88930000,2860490000,1810410000
2014-03-18,16336.1904296875,1872.25,4333.31005859375,16336.1904296875,1872.25,4333.31005859375,16369.9404296875,1873.760009765625,4334.66015625,16245.9296875,1858.9200439453125,4284.10986328125,16245.9296875,1858.9200439453125,4286.22021484375,79140000,2930190000,1962890000
2014-03-19,16222.169921875,1860.77001953125,4307.60009765625,16222.169921875,1860.77001953125,4307.60009765625,16363.3203125,1874.1400146484375,4334.2998046875,16126.2900390625,1850.3499755859375,4283.5400390625,16335.7099609375,1872.25,4331.4599609375,90110000,3289210000,1992750000
2014-03-20,16331.0498046875,1872.010009765625,4319.2900390625,16331.0498046875,1872.010009765625,4319.2900390625,16353.98046875,1873.489990234375,4329.60986328125,16160.330078125,1854.6300048828125,4287.41015625,16221.98046875,1860.0899658203125,4297.990234375,91530000,3327540000,1847270000
2014-03-21,16302.76953125,1866.52001953125,4276.7900390625,16302.76953125,1866.52001953125,4276.7900390625,16456.44921875,1883.969970703125,4344.39013671875,16290.7900390625,1863.4599609375,4268.33984375,16332.6904296875,1874.530029296875,4339.89990234375,353670000,5270710000,3245740000
2014-03-24,16276.6904296875,1857.43994140625,4226.39013671875,16276.6904296875,1857.43994140625,4226.39013671875,16380.509765625,1873.3399658203125,4289.490234375,16215.5595703125,1849.68994140625,4190.60986328125,16303.2802734375,1867.6700439453125,4289.490234375,110620000,3409000000,2434650000
2014-03-25,16367.8798828125,1865.6199951171875,4234.27001953125,16367.8798828125,1865.6199951171875,4234.27001953125,16407.1796875,1871.8699951171875,4274.31982421875,16279.2001953125,1855.9599609375,4203.64013671875,16279.2001953125,1859.47998046875,4252.64990234375,89110000,3200560000,2270760000
2014-03-26,16268.990234375,1852.56005859375,4173.580078125,16268.990234375,1852.56005859375,4173.580078125,16466.0390625,1875.9200439453125,4263.06982421875,16268.990234375,1852.56005859375,4173.580078125,16370.7099609375,1867.0899658203125,4254.97998046875,92770000,3480850000,2455460000
2014-03-27,16264.23046875,1849.0400390625,4151.22998046875,16264.23046875,1849.0400390625,4151.22998046875,16300.9404296875,1855.550048828125,4186.1298828125,16191.7900390625,1842.1099853515625,4131.81005859375,16268.669921875,1852.1099853515625,4169.35009765625,93650000,3733430000,2270650000
2014-03-28,16323.0595703125,1857.6199951171875,4155.759765625,16323.0595703125,1857.6199951171875,4155.759765625,16414.859375,1866.6300048828125,4203.490234375,16267.76953125,1850.0699462890625,4144.68994140625,16267.76953125,1850.0699462890625,4163.18017578125,86370000,2955520000,2029840000
2014-03-31,16457.66015625,1872.3399658203125,4198.990234375,16457.66015625,1872.3399658203125,4198.990234375,16480.849609375,1875.1800537109375,4212.97021484375,16324.2197265625,1859.1600341796875,4180.5400390625,16324.2197265625,1859.1600341796875,4185.6298828125,104510000,3274300000,2090850000
2014-04-01,16532.609375,1885.52001953125,4268.0400390625,16532.609375,1885.52001953125,4268.0400390625,16565.73046875,1885.8399658203125,4268.2001953125,16457.599609375,1873.9599609375,4218.77001953125,16458.05078125,1873.9599609375,4219.8701171875,88010000,3336190000,2153130000
2014-04-02,16573.0,1890.9000244140625,4276.4599609375,16573.0,1890.9000244140625,4276.4599609375,16588.189453125,1893.1700439453125,4286.08984375,16506.599609375,1883.7900390625,4258.85986328125,16532.80078125,1886.6099853515625,4281.60986328125,78120000,3131660000,2187100000
2014-04-03,16572.55078125,1888.77001953125,4237.740234375,16572.55078125,1888.77001953125,4237.740234375,16604.150390625,1893.800048828125,4284.68994140625,16527.599609375,1882.6500244140625,4216.56982421875,16572.359375,1891.4300537109375,4282.18017578125,77220000,3055600000,2067370000
2014-04-04,16412.7109375,1865.0899658203125,4127.72998046875,16412.7109375,1865.0899658203125,4127.72998046875,16631.630859375,1897.280029296875,4267.06005859375,16392.76953125,1863.260009765625,4118.7099609375,16576.01953125,1890.25,4263.93994140625,104350000,3583750000,2621270000
2014-04-07,16245.8701171875,1845.0400390625,4079.75,16245.8701171875,1845.0400390625,4079.75,16421.380859375,1864.0400390625,4133.68017578125,16244.009765625,1841.47998046875,4052.139892578125,16414.150390625,1863.9200439453125,4110.919921875,116540000,3801540000,2554680000
2014-04-08,16256.1396484375,1851.9599609375,4112.990234375,16256.1396484375,1851.9599609375,4112.990234375,16296.8603515625,1854.949951171875,4120.240234375,16180.2802734375,1837.489990234375,4066.110107421875,16245.16015625,1845.47998046875,4085.179931640625,98510000,3721450000,2198900000
2014-04-09,16437.1796875,1872.1800537109375,4183.89990234375,16437.1796875,1872.1800537109375,4183.89990234375,16438.8203125,1872.4300537109375,4185.18994140625,16256.3701171875,1852.3800048828125,4121.169921875,16256.3701171875,1852.6400146484375,4129.6298828125,91550000,3308650000,1957560000
2014-04-10,16170.2197265625,1833.0799560546875,4054.110107421875,16170.2197265625,1833.0799560546875,4054.110107421875,16456.119140625,1872.530029296875,4182.60986328125,16153.33984375,1830.8699951171875,4042.760009765625,16437.240234375,1872.280029296875,4181.2099609375,112550000,3758780000,2421210000
2014-04-11,16026.75,1815.68994140625,3999.72998046875,16026.75,1815.68994140625,3999.72998046875,16168.8701171875,1835.0699462890625,4067.219970703125,16015.3203125,1814.3599853515625,3991.639892578125,16168.8701171875,1830.6500244140625,4015.070068359375,119550000,3743460000,2264480000
2014-04-14,16173.240234375,1830.6099853515625,4022.68994140625,16173.240234375,1830.6099853515625,4022.68994140625,16184.759765625,1834.18994140625,4050.7900390625,16028.2900390625,1815.800048828125,3986.5,16028.2900390625,1818.1800537109375,4038.06005859375,90020000,3111540000,1890480000
